Make,Model,Year,Price,Contact Number,Class,Category,Length,Hull Material
Stardust Cruisers,Multi Owner Houseboat,1994,210000,(866) 435-5997,Power, House Boats,59,Aluminum
Fairline,Squadron 58,1997,85000,(866) 469-9640,Power," Motor Yachts, Cruisers",59,Fiberglass
Selene 59,QSM11,2008,139000,(866) 694-9091,Power," Motor Yachts, Trawlers",59,Fiberglass
Marquis,59 Markham,2007,120000,"
                (305) 733-0495        ",Power, Flybridge,59,FIBERGLASS REINFORCED
Kanter,Motoryacht / Trawler,2003,799000,(866) 271-1958,Power," Flybridge, Motor Yachts",59,Aluminum
Baia,Exuma,1996,699000,(877) 656-7621,Power," Express Cruiser, Motor Yachts",59,Fiberglass
Carver,570 Voyager Pilothouse,2001,220000,(877) 245-0347,Power, Motor Yachts,59,Fiberglass
Meridian,580 Pilothouse,2006,229000,(888) 477-6301,Power, Motor Yachts,58,Fiberglass
Kadey-Krogen,58 Three Cabin Hard Top,2014,24500,(206) 819-5099,Power," Trawlers, Pilothouse, Flybridge",58,Fiberglass
Hatteras,Motor Yacht,1987,263900,(888) 573-4258,Power," Motor Yachts, Pilothouse, Flybridge",58,Fiberglass
JAMESTOWNER,14' x 58' w/Catwalks,1987,99000,(866) 942-0885,Power, House Boats,58,Aluminum
Experty Yachts,Prior 58,2014,429000,(866) 469-9640,Power, Motor Yachts,58,Wood
Tribute,Sportfish,1994,14000,(772) 260-1628,Power," Sports Fishing Boats, Flybridge, Sports Fishing Boats",58,Other
Viking Yachts,58 Convertible,1998,195000,(877) 713-6275,Power," Convertible Boats, Sports Fishing Boats",58,Fiberglass
Huckins,Caribbean,1951,1149000,(888) 245-1418,Power," Antique and Classics, Motor Yachts",58,Wood
West Bay SonShip,58,1997,169900,(800) 450-0660,Power," Pilothouse, Motor Yachts",58,Fiberglass
Sea Ray,58 Sedan Bridge,2006,25000,(866) 269-0990,Power," Flybridge, Motor Yachts",58,Fiberglass
Bertram,58 Flybridge Motor Yacht,1982,539000,(877) 659-6516,Power," Motor Yachts, Aft Cabin",58,Fiberglass
West Bay,58 Sonship,2000,372138,(941) 914-9217,Power," Other, Mega Yachts",58,Fiberglass
Viking,Sport Fisherman,1997,5500,(888) 837-0401,Power, Sports Fishing Boats,58,Fiberglass
Meridian,580 Pilothouse,2008,4100000,(855) 241-0424,Power, Motor Yachts,58,Fiberglass
VIKING Enclosed Bridge,Sportfish,1996,499995,(866) 340-4335,Power, Convertible Boats,58,Fiberglass
Sea Ray,SEDAN BRIDGE,2007,197500,(866) 340-4335,Power, Flybridge,58,Fiberglass
Viking Yachts,58 Convertible,1994,250000,(866) 202-6680,Power," Convertible Boats, Sports Fishing Boats",58,Fiberglass
Riviera,Sport Yacht,2012,1484690,(800) 450-0660,Power, Motor Yachts,58,Fiberglass
Striker,58 Sport Fish,1990,211200,(855) 822-8289,Power," Sports Fishing Boats, Saltwater Fishing, Sports Fishing Boats",58,Aluminum
Lafitte,58,2014,399000,(941) 914-9217,Power," Commercial Boats, Other",58,Fiberglass
Californian,Cockpit Motor Yacht,1985,339000,(888) 810-5428,Power," Motor Yachts, Pilothouse, Flybridge",58,Fiberglass
Pachoud,Skylounge,2004,390000,(888) 573-4258,Power," Power Catamarans, Flybridge",58,Fiberglass
Viking Yachts,Convertible,1994,50000,(877) 780-5266,Power, Convertible Boats,58,Fiberglass
Somerset,14 x 58 Houseboat,1977,117042,(888) 541-8907,Power, House Boats,58,Aluminum
Viking Yachts,Enclosed Bridge Convertible,1999,150000,(855) 218-5608,Power," Sports Fishing Boats, Convertible Boats, Saltwater Fishing",58,Fiberglass
Princess,V58,2009,115000,(855) 241-0424,Power, Cruisers,58,Fiberglass
Azimut,58 FULL,1999,549900,(866) 270-9815,Power," Motor Yachts, Flybridge",58,Fiberglass
Ocean Alexander,58 Pilothouse,2010,499000,(877) 649-9151,Power," Pilothouse, Trawlers, Motor Yachts",58,Fiberglass
Sea Ray,58 Sedan Bridge,2007,895000,(888) 477-6301,Power, Motor Yachts,58,Fiberglass
Ocean Yachts,58 Super Sport,1990,39900,(877) 255-1269,Power," Convertible Boats, Sports Fishing Boats",58,Fiberglass
Meridian,580 Sedan,2006,159900,(866) 959-3373,Power," Cruisers, Flybridge, Pilothouse",58,Fiberglass
Hatteras,58 Long Range Cruiser,1975,179995,(866) 202-6680,Power," Pilothouse, Motor Yachts",58,Fiberglass
Uniesse,V8,2007,519900,(866) 594-5122,Power," Motor Yachts, Flybridge",58,Fiberglass
Symbol,Motoryacht,2005,179900,(866) 729-2520,Power, Motor Yachts,58,Fiberglass
Hatteras,58 Yacht Fisherman 2008 Restoration,1973,626492,(954) 278-3665,Power, Motor Yachts,58,Fiberglass
Californian,Flybridge Cockpit Yacht,1986,224500,(888) 474-7027,Power," Motor Yachts, Dual Console",58,Fiberglass
Princess,V58,2002,431851,34952810066,Power, Cruisers,58,Fiberglass
Somerset,houseboat,1996,225000,(855) 249-5692,Power," House Boats, Motor Yachts",58,Aluminum
Somerset,1458,1979,38500,"
                (859) 227-8641        ",Power, Houseboat,58,ALUMINUM
Hatteras,Flush Deck Flybridge Motoryacht,1985,185000,(866) 270-9815,Power," Motor Yachts, Flybridge",58,Fiberglass
Sumerset,12' x 58' Houseboat,1977,495000,(866) 271-1662,Power, House Boats,58,Steel
DESTINATION YACHTS,58X16,2003,99900,(888) 501-7927,Power, House Boats,58,Aluminum
Sumerset,14' x 58' w/Catwalks,1977,249000,(866) 942-0885,Power, House Boats,58,Aluminum
Offshore,Pilothouse Motoryacht,1997,125000,(888) 573-4258,Power," Pilothouse, Motor Yachts",58,Fiberglass
Sea Ray,SEDAN BRIDGE,2008,299000,(866) 594-5122,Power, Flybridge,58,Fiberglass
Fairline,Squadron 59',1997,129000,34952810066,Power, Flybridge,58,Fiberglass
Wally,repower 2008,2003,725000,(877) 594-3411,Power," Center Consoles, Cruisers, Cuddy Cabin",58,Fiberglass
Hatteras,Yacht Fisherman,1979,399000,(888) 369-4111,Power, Motor Yachts,58,Fiberglass
Bertram,58 Convertible,1981,199000,(888) 474-7027,Power," Sports Fishing Boats, Convertible Boats",58,Fiberglass
Hatteras,58,1985,249500,(888) 332-7577,Power, Motor Yachts,58,Fiberglass
Riviera,Enclosed Flybridge Convertible,2004,110000,(888) 474-7027,Power, Sports Fishing Boats,58,Fiberglass
Chris-Craft,Romer 58,1970,715000,(888) 285-1328,Power, Motor Yachts,58,Aluminum
Chris-Craft,C18 Twin Disc Gears,1986,1295000,(888) 369-4111,Power, Motor Yachts,58,Fiberglass
Hatteras,Long Range Cruiser,1980,173000,(888) 474-7027,Power," Trawlers, Motor Yachts",58,Fiberglass
Sea Ray,SEDAN BRIDGE,2006,499000,(416) 550-5200,Power," Motor Yachts, Convertible Boats",58,Fiberglass
Sea Ray,580 Sedan Bridge - Certified Preowned,2011,549000,(617) 288-1000,Power, Motor Yachts,58,Fiberglass
Myacht,Multi Owner Houseboat,2001,395000,(866) 435-5997,Power, House Boats,58,Aluminum
Tiara,5800 Sovran,2011,849000,(866) 476-5771,Power," Express Cruiser, Sports Cruiser",58,Fiberglass
Uniesse,58,2006,318823,(866) 594-5122,Power," Motor Yachts, Flybridge",58,Fiberglass
Ocean,Super Sport,2008,162400,(866) 594-5122,Power, Sports Fishing Boats,58,Fiberglass
Sunstar,58,1996,99800,(888) 758-2660,Power, House Boats,58,Aluminum
Ocean,Super Sport,1992,159000,(888) 429-0605,Power, Sports Fishing Boats,58,Fiberglass
Riviera,58 Enclosed Flybridge,2005,599000,(954) 606-0445,Power, Sports Fishing Boats,58,Fiberglass
Meridian,580 Pilothouse,2006,1065000,(866) 326-6298,Power, Pilothouse,58,Fiberglass
Sumerset Houseboat,Houseboat,1984,1099000,(866) 246-9264,Power, House Boats,58,Aluminum
Sunstar,Sunstar 58,1996,249000,(888) 758-2660,Power, House Boats,58,Aluminum
Ocean,Super Sport,1990,199000,(561) 844-4109,Power, Convertible Boats,58,Composite
Donzi Marine,58' EXPRESS,2005,104000,(772) 260-1628,Power, Sports Fishing Boats,58,Fiberglass
Bertram,58 Flybridge Motor Yacht,1979,740000,(800) 633-7172,Power," Motor Yachts, Flybridge",58,Fiberglass
Bertram,58 Flybridge Motor Yacht,1976,1085000,(866) 202-6680,Power," Motor Yachts, Aft Cabin",58,Fiberglass
Hatteras,58,1990,645000,(941) 914-9217,Power," Sports Fishing Boats, Saltwater Fishing",58,Fiberglass
Skipperliner,Multi Owner Houseboat,2001,275000,(866) 435-5997,Power, House Boats,58,Aluminum
Hatteras,58 Yacht Fisherman,1975,705000,(866) 220-9319,Power," Trawlers, Motor Yachts, House Boats",58,Fiberglass
Meridian,580 Pilothouse,2007,511824,(772) 370-5330,Power, Motor Yachts,58,Fiberglass
Somerset,58 House Yacht,1992,429000,(866) 469-9640,Power, House Boats,58,Aluminum
Westbay,D2848LE 401,1993,1290000,(888) 474-7027,Power, Motor Yachts,58,Fiberglass
Hatteras,Convertible 58',1990,205000,(866) 477-5884,Power," Sports Fishing Boats, Flybridge",58,Fiberglass
Sea Ray,58 Sedan Bridge,2006,425000,(855) 751-1951,Power," Motor Yachts, Express Cruiser",58,Fiberglass
Waterhouse,14 x 58 Houseboat,1988,1850000,(888) 541-8907,Power, House Boats,58,Aluminum
Sumerset,14' x 58' w/Catwalks,1977,299999,(866) 942-0885,Power, House Boats,58,Steel
Viking Yachts,Convertible Tower,1997,699000,(305) 451-5385,Power, Sports Fishing Boats,58,Fiberglass
Sea Ray,58 Sedan Bridge,2006,1099000,(855) 241-0424,Power, Motor Yachts,58,Fiberglass
Bertram,Flybridge Motor Yacht,1981,389000,4.11E+19,Power, Motor Yachts,58,Fiberglass
Neptunus,58 Sedan Bridge,1995,154000,17862920473,Power, Mega Yachts,58,Fiberglass
CUSTOM CAROLINA,Ritchie Howell,2003,475000,(877) 281-5879,Power," Convertible Boats, Sports Fishing Boats, Flybridge",58,Composite
Princess,58 Flybridge,2008,2693000,(888) 855-8041,Power," Motor Yachts, Flybridge",58,Fiberglass
SUMERSET HOUSEBOATS,Houseboat,1981,2500,"
                (762) 383-4045        ",Power, Houseboat,58,ALUMINUM
Meridian,580 Pilothouse,2006,375000,(888) 474-7027,Power, Motor Yachts,58,Fiberglass
President,580 Cockpit Motoryacht,1996,1100000,(888) 477-6301,Power," Motor Yachts, Aft Cabin",58,Fiberglass
CARVER YACHTS,Voyager 570 Sky Lounge,2002,649900,(866) 269-0990,Power, Motor Yachts,58,Fiberglass
Sea Ray,580 Sundancer,2002,179000,(888) 848-0583,Power," Express Cruiser, Cruisers",58,Fiberglass
Spindrift/Kha Shing,58 Cockpit Motoryacht,1986,266575,(877) 342-2696,Power," Motor Yachts, Trawlers",58,Fiberglass
Riviera,5800 Sport Yacht,2012,325000,(866) 249-4266,Power," Cruisers, Motor Yachts",58,Fiberglass
Lazy Days,14x58 High Bow Sportsman,1977,799000,(866) 537-5071,Power, House Boats,58,Aluminum
Sea Ray,550 Sundancer,2009,229000,"
                (561) 309-8277        ",Power, Express Cruiser,58,FIBERGLASS REINFORCED
McKinna,Pilothouse,2004,245000,(888) 332-7577,Power," Motor Yachts, Flybridge",58,Fiberglass
Cruisers Yachts,5470 Express,2003,289900,(877) 899-2209,Power," Express Cruiser, Cruisers",58,Fiberglass
Sea Ray,580 Super Sun Sport,1998,125000,(800) 633-7172,Power," Express Cruiser, Sports Cruiser",58,Fiberglass
Canal Boat,Custom,2011,948900,(877) 634-6522,Power," Trawlers, Motor Yachts",58,Fiberglass
Waterhouse,14' x 58' w/Catwalks,1986,690000,(866) 942-0885,Power, House Boats,58,Aluminum
Sea Ray,SEDAN BRIDGE,2005,749000,(508) 478-0200,Power, Flybridge,58,Fiberglass
Navigator,5800 Pilothouse,2009,329900,(877) 481-0732,Power," Pilothouse, Motor Yachts, Flybridge",58,Fiberglass
Stardust Cruisers,Custom Luxury Houseboats 16w,2002,284950,(877) 625-3312,Power, House Boats,58,Aluminum
Riviera,Open Flybridge,2007,1299000,(888) 332-7577,Power," Sports Fishing Boats, Convertible Boats, Flybridge",58,Fiberglass
Tiara,5800 Sovran,2009,119900,(888) 225-1630,Power, Motor Yachts,58,Fiberglass
Stardust Multi owner,Houseboat 1/6th Share,1994,299000,(866) 435-5997,Power, House Boats,58,Aluminum
Sea Ray,SEDAN BRIDGE,2007,300000,(888) 714-6357,Power," Convertible Boats, Motor Yachts",58,Fiberglass
Gianetti Sunseeker Azimut,Express Hardtop Trade 690 HRS,2004,394900,(855) 451-5013,Power," Express Cruiser, Flybridge, Sports Cruiser",58,Fiberglass
Viking Yachts,58 Convertible,1995,199000,(877) 564-4996,Power, Convertible Boats,58,Fiberglass
Hatteras,58 Convertible,1990,1586482,(888) 658-8496,Power," Convertible Boats, Sports Fishing Boats, Saltwater Fishing",58,Fiberglass
Offshore,6V92 DDEC,1998,749000,(800) 450-0660,Power, Motor Yachts,58,Fiberglass
Offshore,Raised Pilothouse,1997,249000,(800) 450-0660,Power, Motor Yachts,58,Fiberglass
Ocean,58 Super Sport (JSS),2015,199900,(877) 430-8039,Power, Sports Fishing Boats,58,Fiberglass
SUMERSET HOUSEBOATS,14x58 House Boat,1996,279195,(888) 851-4339,Power, House Boats,58,Aluminum
Kadey-Krogen,58',2002,339000,(772) 215-4301,Power, Trawlers,58,Fiberglass
Sunseeker,Predator 58,1999,1249000,(888) 855-8041,Power, Motor Yachts,58,Fiberglass
Hatteras,58 Motor Yacht,1975,549000,(866) 271-1958,Power, Motor Yachts,58,Fiberglass
Feadship,58,1957,220000,(941) 914-9217,Power," Other, Antique and Classics",58,Steel
Sea Ray,580 Sundancer,1997,375000,(888) 477-6301,Power, Express Cruiser,58,Fiberglass
Bertram,57' CONVERTIBLE,2003,599000,(772) 260-1628,Power, Sports Fishing Boats,57,Other
Carver,570 Voyager,2003,298564,(888) 796-4731,Power," Pilothouse, Motor Yachts",57,Fiberglass
Riviera,565 SUV,2015,490000,(954) 606-0445,Power, Cruisers,57,Fiberglass
carlcraft,Houseboat Flybridge,1979,99900,(888) 285-1328,Power, House Boats,57,Fiberglass
Ferretti,57',2000,349900,(786) 514-4574,Power, Motor Yachts,57,Other
McKinna,57 Pilothouse,1999,299000,(888) 828-6720,Power, Motor Yachts,57,Fiberglass
Bertram,570 Convertible,2007,340000,(772) 260-1628,Power," Sports Fishing Boats, Sports Fishing Boats, Flybridge",57,Fiberglass
Carver,"57 Voyager Sky Lounge, Carver 570 Voyager",2005,449500,(866) 537-5071,Power," Motor Yachts, Flybridge, Other",57,Fiberglass
Sunseeker,Predator 57,2015,299000,(888) 855-8041,Power, Sports Cruiser,57,Fiberglass
Sumerset,15x57,1972,279999,(866) 246-9264,Power, House Boats,57,Steel
Riviera,ENCLOSED FLYBRIDGE,2016,90000,(800) 450-0660,Power, Motor Yachts,57,Fiberglass
Carver,570 Voyager PH,2004,369000,(866) 537-5071,Power," Cruisers, Motor Yachts",57,Fiberglass
Chris-Craft,Roamer Motor Yacht,1965,229999,(866) 257-6813,Power, Motor Yachts,57,Aluminum
Newport Offshore,57 Sport Coupe,2015,399000,(888) 573-4258,Power," Power Catamarans, Motor Yachts, Express Cruiser",57,Other
Jefferson,57,2001,149000,(888) 285-1328,Power, Pilothouse,57,Fiberglass
Ferretti,57 Flybridge,2000,378000,(954) 552-0464,Power," Flybridge, Motor Yachts",57,Fiberglass
Pacemaker,57 Motor Yacht,1979,189000,(866) 914-6232,Power, Motor Yachts,57,Fiberglass
Bertram,570,2006,595000,(888) 855-8041,Power," Sports Fishing Boats, Convertible Boats",57,Fiberglass
Carl Craft,57 House Boat,1980,147500,(941) 914-9217,Power," House Boats, Other",57,Fiberglass
Azimut,55,2001,399000,34952810066,Power, Flybridge,57,Fiberglass
Carver,570 Voyager,2003,149000,4.11E+19,Power," Pilothouse, Convertible Boats, Flybridge",57,Fiberglass
Custom,Trawler Hull Houseboat,2004,449000,(877) 533-6595,Power," Motor Yachts, House Boats",57,Steel
McKinna,Raised Pilothouse,2005,800000,(888) 573-4258,Power," Motor Yachts, Flybridge",57,Fiberglass
Chris Craft,57 Constellation,1969,799000,(866) 280-6210,Power," Motor Yachts, Cruisers, Antique and Classics",57,Wood
Sumerset,57x15 Houseboat,1972,34900,(941) 914-9217,Power," House Boats, Other",57,Steel
Sunseeker,Predator 57,2015,1990000,(888) 855-8041,Power, Sports Cruiser,57,Fiberglass
Carri-Craft,57,1992,310000,(866) 220-9319,Power, House Boats,57,Fiberglass
CARVER YACHTS,570 Voyager,2002,249900,(888) 245-1418,Power, Motor Yachts,57,Fiberglass
Carri-Craft,Bluewater,1972,869000,"
                (209) 649-6241        ",Power, Catamaran Power,57,FIBERGLASS REINFORCED
New Yorker,57 Power Cat,2008,746840,(800) 633-7172,Power, Power Catamarans,57,Fiberglass
Ferretti,550,2005,479835,34952810066,Power, Flybridge,57,Fiberglass
Ocean,Super Sport,2004,1295000,(561) 844-4109,Power, Convertible Boats,57,Composite
Azimut,55E,2005,350000,(786) 614-5723,Power, Motor Yachts,57,Fiberglass
#1 HULL,Purse Seiner,1978,179000,(866) 461-6540,Power, Commercial Boats,57,Fiberglass
King Bay,550 Sport Sedan,2015,289900,(866) 469-9640,Power, Motor Yachts,57,Fiberglass
VZ,flybridge,2003,137500,(855) 451-5013,Power," Flybridge, Motor Yachts",57,Fiberglass
Custom,Carolina Custom Sportfish,2000,24900,(888) 758-2660,Power, Sports Fishing Boats,57,Fiberglass
Trawler,57',1989,160000,17862920473,Power," Flybridge, Motor Yachts",57,Fiberglass
Island Pilot IP535 NEW CONSTRUCTION,D-11 IPS II,2015,725000,(888) 351-7761,Power, Cruisers,57,Composite
VZ Yachts,VZ 16,2003,849500,(888) 573-4258,Power," Motor Yachts, Flybridge, Pilothouse",57,Fiberglass
Ocean Yachts,Super Sport,2006,299000,(877) 342-2709,Power, Sports Fishing Boats,57,Fiberglass
Lazy Days,Low Bow,1972,495000,(888) 341-8925,Power, House Boats,57,Aluminum
Jefferson,Pilothouse 57,2004,229000,(866) 469-9640,Power, Motor Yachts,57,Fiberglass
President,57 MOTORYACHT,1987,239000,(877) 255-1269,Power," Motor Yachts, Aft Cabin",57,Fiberglass
CARVER YACHTS,570 Sky Lounge,2003,355600,(888) 245-1418,Power, Motor Yachts,57,Fiberglass
Angel,Pilothouse,1990,1244000,(877) 780-5266,Power, Pilothouse,57,Fiberglass
Viking Yachts,57 Convertible,1990,375000,(888) 518-0072,Power," Convertible Boats, Sports Fishing Boats, Flybridge",57,Fiberglass
Gillman,Convertible,2008,875000,(888) 369-4111,Power, Convertible Boats,57,Fiberglass
Carver,570 Voyager Pilothouse,2001,134900,(866) 271-3613,Power, Motor Yachts,57,Fiberglass
Selene,Long Range Ocean Trawler,2009,50000,(866) 694-9091,Power, Trawlers,57,Fiberglass
Cat Cay,57 Sport IPS,2015,729900,(877) 568-1468,Power," Sports Cruiser, Sports Fishing Boats, Power Catamarans",57,Fiberglass
Defever,Trawler 57 / Redone 2012,1979,365000,(866) 271-2086,Power, Trawlers,57,Fiberglass
Ocean,Super Sport,2003,849000,(561) 844-4109,Power," Sports Fishing Boats, Saltwater Fishing, Convertible Boats",57,Fiberglass
Bayliner,5788 Pilot House Motoryacht,2000,1299000,(866) 469-9640,Power," Motor Yachts, Pilothouse, Trawlers",57,Fiberglass
Ocean Yachts,Super Sport,2004,299000,(561) 844-4109,Power," Convertible Boats, Saltwater Fishing, Sports Fishing Boats",57,Fiberglass
Tavros,57 Trawler Yacht,2013,549995,(888) 319-4650,Power," Trawlers, Motor Yachts",57,Steel
Lazy Days,14.6x57,1984,450000,(866) 920-9118,Power, House Boats,57,Aluminum
Newport Offshore,Convertible,2015,729000,(888) 573-4258,Power," Power Catamarans, Sports Fishing Boats, Motor Yachts",57,Composite
Carver,564 Cockpit Motor Yacht,2001,519000,(888) 221-2785,Power," Motor Yachts, Flybridge, Express Cruiser",56,Fiberglass
Heesen Yachts,12V183TE93,1993,1595000,(888) 855-8041,Power, Express Cruiser,56,Aluminum
Hatteras,56 Motoryacht,1981,995000,(888) 573-4258,Power," Motor Yachts, Pilothouse, Flybridge",56,Fiberglass
Boatel,Multi Owner Houseboat,1995,59000,(866) 435-5997,Power, House Boats,56,Aluminum
Allmand,55 Water Taxi,2016,649000,(866) 855-1615,Power," Commercial Boats, Motor Yachts",56,Fiberglass
Sea Ray,560 Sedan Bridge,2004,279000,(888) 477-6301,Power," Motor Yachts, Flybridge, Pilothouse",56,Fiberglass
Allmand,55 Water Taxi,2016,1678299,(866) 855-1615,Power, Commercial Boats,56,Fiberglass
Pershing,56',2007,265000,34952810066,Power, Express Cruiser,56,Other
Sea Ray,560 Sedan Bridge,2003,109000,(855) 249-5367,Power, Convertible Boats,56,Fiberglass
Viking,Convertible,2004,1790000,(866) 594-5122,Power," Sports Fishing Boats, Flybridge",56,Fiberglass
Sunseeker,Manhattan 56,2004,379000,(888) 810-5428,Power, Flybridge,56,Fiberglass
Ocean,56 Super Sport,2001,450000,(781) 258-7238,Power, Convertible Boats,56,Fiberglass
Sea Ray,Sedan Bridge 560,2001,166000,(888) 332-7577,Power, Motor Yachts,56,Fiberglass
Aicon,Flybridge,2003,195000,(866) 340-4335,Power, Flybridge,56,Fiberglass
YachtCat,Convertible Motoryacht,2014,490000,(888) 573-4258,Power," Power Catamarans, Sports Fishing Boats, Motor Yachts",56,Fiberglass
Trawler,Wood Trawler,1972,165000,(866) 461-6540,Power, Commercial Boats,56,Wood
Predator,Predator 56,2002,89000,(888) 573-4258,Power, Other,56,Fiberglass
Sea Ray,500,1999,725084,(941) 914-9217,Power," Express Cruiser, Cruisers",56,Other
Fountaine Pajot,Marquises 56,1999,109900,(888) 573-4258,Sails," Catamaran, Cruisers, Multi-Hulls",56,Fiberglass
Lydia Yachts,Convertible,1991,315000,(888) 573-4258,Power," Sports Fishing Boats, Flybridge, Convertible Boats",56,Fiberglass
Paul Mann Custom Carolina,Sportfish,2009,179000,(855) 405-6323,Power, Sports Fishing Boats,56,Composite
Viking,56 Convertible,2004,325000,(888) 848-0583,Power, Sports Fishing Boats,56,Fiberglass
Viking,Enclosed Bridge,2007,1100000,(866) 594-5122,Power, Sports Fishing Boats,56,Fiberglass
